,layer_name,column_name,column_name_normalized,column_name_description
384,drought_2017_2022,frth2_2022,,
385,drought_2017_2022,frth2_2021,,
386,drought_2017_2022,rd20-7-17,,
387,drought_2017_2022,rd21-10-23,,
388,drought_2017_2022,rd19-6-5,,
389,drought_2017_2022,rd18-10-10,,
390,drought_2017_2022,frth2_2017,,
391,drought_2017_2022,rd22-10-23,,
392,drought_2017_2022,rd21-10-30,,
393,drought_2017_2022,rd17-6-25,,
394,drought_2017_2022,frth2_2019,,
395,drought_2017_2022,rd21-6-12,,
396,drought_2017_2022,frth2_2018,,
397,drought_2017_2022,rd17-10-22,,
398,drought_2017_2022,rd21-6-19,,
399,drought_2017_2022,w_mod_2019,,
400,drought_2017_2022,w_mod_2018,,
401,drought_2017_2022,w_no_2020,,
402,drought_2017_2022,w_mod_2017,,
403,drought_2017_2022,w_no_2021,,
404,drought_2017_2022,w_no_2022,,
405,drought_2017_2022,avg_dryspell,,
406,drought_2017_2022,rd17-6-11,,
407,drought_2017_2022,rd21-9-11,,
408,drought_2017_2022,drysp_2019,,
409,drought_2017_2022,drysp_2018,,
410,drought_2017_2022,rd22-10-16,,
411,drought_2017_2022,rd18-9-12,,
412,drought_2017_2022,drysp_2017,,
413,drought_2017_2022,rd21-9-18,,
414,drought_2017_2022,drlb_2017,,
415,drought_2017_2022,rd18-8-8,,
416,drought_2017_2022,inth0_2022,,
417,drought_2017_2022,rd18-9-19,,
418,drought_2017_2022,rd18-8-1,,
419,drought_2017_2022,inth0_2020,,
420,drought_2017_2022,inth0_2021,,
421,drought_2017_2022,rd22-9-4,,
422,drought_2017_2022,rd19-6-26,,
423,drought_2017_2022,rd20-6-26,,
424,drought_2017_2022,rd17-6-18,,
425,drought_2017_2022,rd21-9-25,,
426,drought_2017_2022,rd20-6-12,,
427,drought_2017_2022,inth2_2021,,
428,drought_2017_2022,inth2_2020,,
429,drought_2017_2022,rd22-7-17,,
430,drought_2017_2022,rd22-7-10,,
431,drought_2017_2022,rd20-6-19,,
432,drought_2017_2022,inth2_2022,,
433,drought_2017_2022,rd20-6-5,,
434,drought_2017_2022,rd19-10-30,,
435,drought_2017_2022,rd18-9-5,,
436,drought_2017_2022,frth0_2019,,
437,drought_2017_2022,frth0_2018,,
438,drought_2017_2022,frth0_2017,,
439,drought_2017_2022,rd22-6-19,,
440,drought_2017_2022,area_in_ha,,
441,drought_2017_2022,rd17-5-28,,
442,drought_2017_2022,rd22-6-12,,
443,drought_2017_2022,rd19-6-19,,
444,drought_2017_2022,rd18-9-26,,
445,drought_2017_2022,frth0_2022,,
446,drought_2017_2022,frth0_2021,,
447,drought_2017_2022,frth0_2020,,
448,drought_2017_2022,drlb_2019,,
449,drought_2017_2022,drlb_2018,,
450,drought_2017_2022,drlb_2022,,
451,drought_2017_2022,drlb_2021,,
452,drought_2017_2022,drlb_2020,,
453,drought_2017_2022,rd22-6-26,,
454,drought_2017_2022,rd19-6-12,,
455,drought_2017_2022,inth0_2019,,
456,drought_2017_2022,rd20-5-29,,
457,drought_2017_2022,inth0_2017,,
458,drought_2017_2022,inth0_2018,,
459,drought_2017_2022,pcr_k_2022,,
460,drought_2017_2022,pcr_k_2021,,
461,drought_2017_2022,rd21-7-31,,
462,drought_2017_2022,pcr_k_2020,,
463,drought_2017_2022,rd21-9-4,,
464,drought_2017_2022,w_sev_2020,,
465,drought_2017_2022,w_sev_2017,,
466,drought_2017_2022,w_sev_2019,,
467,drought_2017_2022,w_sev_2018,,
468,drought_2017_2022,rd22-8-14,,
469,drought_2017_2022,rd22-7-3,,
470,drought_2017_2022,rd19-7-31,,
471,drought_2017_2022,rd22-8-21,,
472,drought_2017_2022,rd21-8-14,,
473,drought_2017_2022,pcr_k_2019,,
474,drought_2017_2022,rd18-7-25,,
475,drought_2017_2022,pcr_k_2018,,
476,drought_2017_2022,pcr_k_2017,,
477,drought_2017_2022,rd19-8-14,,
478,drought_2017_2022,rd22-10-2,,
479,drought_2017_2022,rd22-8-28,,
480,drought_2017_2022,rd17-9-24,,
481,drought_2017_2022,rd21-8-21,,
482,drought_2017_2022,inth1_2019,,
483,drought_2017_2022,rd18-8-22,,
484,drought_2017_2022,inth1_2018,,
485,drought_2017_2022,inth1_2017,,
486,drought_2017_2022,rd21-8-28,,
487,drought_2017_2022,rd19-7-10,,
488,drought_2017_2022,inth2_2018,,
489,drought_2017_2022,inth2_2017,,
490,drought_2017_2022,rd18-8-29,,
491,drought_2017_2022,rd19-7-17,,
492,drought_2017_2022,inth2_2019,,
493,drought_2017_2022,rd18-10-3,,
494,drought_2017_2022,rd22-8-7,,
495,drought_2017_2022,rd22-7-24,,
496,drought_2017_2022,drysp_2022,,
497,drought_2017_2022,rd17-9-17,,
498,drought_2017_2022,drysp_2021,,
499,drought_2017_2022,inth1_2022,,
500,drought_2017_2022,rd22-7-31,,
501,drought_2017_2022,inth1_2021,,
502,drought_2017_2022,inth1_2020,,
503,drought_2017_2022,drysp_2020,,
504,drought_2017_2022,rd17-9-10,,
505,drought_2017_2022,rd18-8-15,,
506,drought_2017_2022,w_sev_2022,,
507,drought_2017_2022,rd21-10-9,,
508,drought_2017_2022,w_sev_2021,,
509,drought_2017_2022,rd19-7-24,,
510,drought_2017_2022,rd21-10-2,,
511,drought_2017_2022,rd20-9-25,,
512,restoration_vector,uid,,
513,restoration_vector,area_in_ha,,
514,restoration_vector,Excluded Areas,,
515,restoration_vector,id,,
516,restoration_vector,Mosaic Restoration,,
517,restoration_vector,Protection,,
518,restoration_vector,Wide-scale Restoration,,
519,restoration_vector,system:index,,
520,soge_vector,code,,
521,soge_vector,soge_block,,
522,soge_vector,agwd_dom_i,,
523,soge_vector,pct_area_soge,,
524,soge_vector,ar_gwr_tot,,
525,soge_vector,soge_district,,
526,soge_vector,agwd_irr,,
527,soge_vector,uid,,
528,soge_vector,soge_tehsil,,
529,soge_vector,soge_state,,
530,soge_vector,soge_objectid,,
531,soge_vector,area_in_ha,,
532,soge_vector,sgw_dev_pe,,
533,soge_vector,nat_discha,,
534,soge_vector,max_intersection_area_ha,,
535,soge_vector,class,,
536,soge_vector,na_gwa,,
537,soge_vector,system:index,,
538,soge_vector,agwd_tot,,
539,lulc_vector,single_kharif_cropped_area_2019,,
540,lulc_vector,single_kharif_cropped_area_2018,,
541,lulc_vector,barrenlands_area_2017,,
542,lulc_vector,single_kharif_cropped_area_2017,,
543,lulc_vector,barrenlands_area_2018,,
544,lulc_vector,barrenlands_area_2019,,
545,lulc_vector,triply_cropped_area_2022,,
546,lulc_vector,triply_cropped_area_2021,,
547,lulc_vector,triply_cropped_area_2020,,
548,lulc_vector,triply_cropped_area_2023,,
549,lulc_vector,shrub_scrub_area_2023,,
550,lulc_vector,id,,
551,lulc_vector,shrub_scrub_area_2022,,
552,lulc_vector,shrub_scrub_area_2021,,
553,lulc_vector,shrub_scrub_area_2020,,
554,lulc_vector,barrenlands_area_2023,,
555,lulc_vector,barrenlands_area_2021,,
556,lulc_vector,barrenlands_area_2022,,
557,lulc_vector,shrub_scrub_area_2019,,
558,lulc_vector,shrub_scrub_area_2018,,
559,lulc_vector,shrub_scrub_area_2017,,
560,lulc_vector,tree_forest_area_2023,,
561,lulc_vector,single_kharif_cropped_area_2023,,
562,lulc_vector,single_kharif_cropped_area_2022,,
563,lulc_vector,single_kharif_cropped_area_2021,,
564,lulc_vector,single_kharif_cropped_area_2020,,
565,lulc_vector,tree_forest_area_2020,,
566,lulc_vector,tree_forest_area_2021,,
567,lulc_vector,tree_forest_area_2022,,
568,lulc_vector,triply_cropped_area_2019,,
569,lulc_vector,doubly_cropped_area_2021,,
570,lulc_vector,triply_cropped_area_2018,,
571,lulc_vector,doubly_cropped_area_2020,,
572,lulc_vector,triply_cropped_area_2017,,
573,lulc_vector,doubly_cropped_area_2023,,
574,lulc_vector,doubly_cropped_area_2022,,
575,lulc_vector,barrenlands_area_2020,,
576,lulc_vector,cropland_area_2018,,
577,lulc_vector,krz_water_area_2021,,
578,lulc_vector,k_water_area_2017,,
579,lulc_vector,cropland_area_2017,,
580,lulc_vector,krz_water_area_2020,,
581,lulc_vector,k_water_area_2018,,
582,lulc_vector,krz_water_area_2023,,
583,lulc_vector,k_water_area_2019,,
584,lulc_vector,cropland_area_2019,,
585,lulc_vector,krz_water_area_2022,,
586,lulc_vector,kr_water_area_2022,,
587,lulc_vector,kr_water_area_2023,,
588,lulc_vector,sum,,
589,lulc_vector,tree_forest_area_2017,,
590,lulc_vector,tree_forest_area_2018,,
591,lulc_vector,tree_forest_area_2019,,
592,lulc_vector,doubly_cropped_area_2018,,
593,lulc_vector,doubly_cropped_area_2017,,
594,lulc_vector,uid,,
595,lulc_vector,single_non_kharif_cropped_area_2020,,
596,lulc_vector,doubly_cropped_area_2019,,
597,lulc_vector,single_non_kharif_cropped_area_2022,,
598,lulc_vector,single_non_kharif_cropped_area_2021,,
599,lulc_vector,area_in_ha,,
600,lulc_vector,single_non_kharif_cropped_area_2023,,
601,lulc_vector,kr_water_area_2020,,
602,lulc_vector,kr_water_area_2021,,
603,lulc_vector,krz_water_area_2018,,
604,lulc_vector,krz_water_area_2017,,
605,lulc_vector,krz_water_area_2019,,
606,lulc_vector,kr_water_area_2017,,
607,lulc_vector,kr_water_area_2018,,
608,lulc_vector,built-up_area_2017,,
609,lulc_vector,k_water_area_2020,,
610,lulc_vector,built-up_area_2018,,
611,lulc_vector,k_water_area_2021,,
612,lulc_vector,built-up_area_2019,,
613,lulc_vector,k_water_area_2022,,
614,lulc_vector,k_water_area_2023,,
615,lulc_vector,kr_water_area_2019,,
616,lulc_vector,built-up_area_2020,,
617,lulc_vector,built-up_area_2021,,
618,lulc_vector,built-up_area_2022,,
619,lulc_vector,built-up_area_2023,,
620,lulc_vector,single_non_kharif_cropped_area_2017,,
621,lulc_vector,cropland_area_2021,,
622,lulc_vector,cropland_area_2020,,
623,lulc_vector,single_non_kharif_cropped_area_2019,,
624,lulc_vector,cropland_area_2023,,
625,lulc_vector,single_non_kharif_cropped_area_2018,,
626,lulc_vector,cropland_area_2022,,
627,lulc_vector,system:index,,
628,lulcXplains_clusters,LxP_cluster,,
629,lulcXplains_clusters,area,,
630,lulcXplains_clusters,clust_name,,
631,lulcXplains_clusters,forest,,
632,lulcXplains_clusters,shrubs_scrubs,,
633,lulcXplains_clusters,terrain_cluster,,
634,lulcXplains_clusters,barren,,
635,lulcXplains_clusters,uid,,
636,lulcXplains_clusters,sing_non_kharif_crop,,
637,lulcXplains_clusters,sing_crop,,
638,lulcXplains_clusters,double_crop,,
639,lulcXplains_clusters,area_in_ha,,
640,lulcXplains_clusters,id,,
641,lulcXplains_clusters,system:index,,
642,lulcXplains_clusters,triple_crop,,
643,terrain_clusters,hill_slopes_area,,
644,terrain_clusters,uid,,
645,terrain_clusters,slopy_area,,
646,terrain_clusters,area_in_ha,,
647,terrain_clusters,valley_area,,
648,terrain_clusters,id,,
649,terrain_clusters,plain_area,,
650,terrain_clusters,ridge_area,,
651,terrain_clusters,system:index,,
652,terrain_clusters,terrainClusters,,
653,tree_health_ccd_vector_2017,uid,,
654,tree_health_ccd_vector_2017,lo_de_2017,,
655,tree_health_ccd_vector_2017,hi_de_2017,,
656,tree_health_ccd_vector_2017,area_in_ha,,
657,tree_health_ccd_vector_2017,sum,,
658,tree_health_ccd_vector_2017,id,,
659,tree_health_ccd_vector_2017,mi_da_2017,,
660,tree_health_ccd_vector_2017,system:index,,
661,tree_health_overall_change_vector,Degradation,,
662,tree_health_overall_change_vector,Deforestation,,
663,tree_health_overall_change_vector,uid,,
664,tree_health_overall_change_vector,Improvement,,
665,tree_health_overall_change_vector,Missing Data,,
666,tree_health_overall_change_vector,No_Change,,
667,tree_health_overall_change_vector,area_in_ha,,
668,tree_health_overall_change_vector,Partially_Degraded,,
669,tree_health_overall_change_vector,sum,,
670,tree_health_overall_change_vector,id,,
671,tree_health_overall_change_vector,Afforestation,,
672,tree_health_overall_change_vector,system:index,,
673,ET_annual,2019-07-01,,
674,ET_annual,uid,,
675,ET_annual,2018-07-01,,
676,ET_annual,2023-07-01,,
677,ET_annual,2021-07-01,,
678,ET_annual,area_in_ha,,
679,ET_annual,2017-07-01,,
680,ET_annual,id,,
681,ET_annual,2020-07-01,,
682,ET_annual,system:index,,
683,ET_annual,2022-07-01,,
684,ET_fortnight,2020-02-24,,
685,ET_fortnight,2020-05-18,,
686,ET_fortnight,2020-11-18,,
687,ET_fortnight,2024-01-13,,
